Q14864409	testosterone 6-beta-hydroxylase activity	GO:0050649	GO:0050649
Q14864410	vitamin D 24-hydroxylase activity	GO:0070576	GO:0070576
Q14864421	aromatase activity	GO:0070330	GO:0070330
Q14864431	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	GO:0016709	GO:0016709
Q14864437	interleukin-10 receptor binding	GO:0005141	GO:0005141
Q14864468	11-cis retinal binding	GO:0005502	GO:0005502
Q14864469	G-protein coupled photoreceptor activity	GO:0008020	GO:0008020
Q14864477	E-box binding	GO:0070888	GO:0070888
Q14864499	interleukin-2 receptor binding	GO:0005134	GO:0005134
Q14864500	kinase activator activity	GO:0019209	GO:0019209
Q14864501	kappa-type opioid receptor binding	GO:0031851	GO:0031851
Q14864502	glycosphingolipid binding	GO:0043208	GO:0043208
Q14864524	complement component C3b binding	GO:0001851	GO:0001851
Q14864525	complement component C4b binding	GO:0001855	GO:0001855
Q14864526	complement component C4b receptor activity	GO:0001861	GO:0001861
Q14864527	complement component C3b receptor activity	GO:0004877	GO:0004877
Q14864535	low-density lipoprotein receptor activity	GO:0005041	GO:0005041
Q14864536	high-density lipoprotein particle binding	GO:0008035	GO:0008035
Q14864537	transforming growth factor beta binding	GO:0050431	GO:0050431
Q14864539	lipoteichoic acid receptor activity	GO:0070892	GO:0070892
Q14864540	lipoprotein particle binding	GO:0071813	GO:0071813
Q14864575	oleic acid binding	GO:0070538	GO:0070538
Q14864588	hypoxanthine phosphoribosyltransferase activity	GO:0004422	GO:0004422
Q14864589	guanine phosphoribosyltransferase activity	GO:0052657	GO:0052657
Q14864614	protein disulfide oxidoreductase activity	GO:0015035	GO:0015035
Q14864615	peptide disulfide oxidoreductase activity	GO:0015037	GO:0015037
Q14864645	DNA-binding transcription factor activity, RNA polymerase II-specific	GO:0000981	GO:0000981
Q14864646	miRNA binding	GO:0035198	GO:0035198
Q14864664	transcription corepressor activity	GO:0003714	GO:0003714
Q14864679	epidermal growth factor receptor binding	GO:0005154	GO:0005154
Q14864680	transmembrane receptor protein tyrosine kinase activator activity	GO:0030297	GO:0030297
Q14864705	chloride channel activity	GO:0005254	GO:0005254
Q14864706	intracellular ATPase-gated chloride channel activity	GO:0005260	GO:0005260
Q14864707	chloride channel inhibitor activity	GO:0019869	GO:0019869
Q14864714	ion channel activity	GO:0005216	GO:0005216
